,Tn,MT,chunk,display_trial_feedback,feedback_dur,feedback_type,hand,is_error,item_dur,iti_dur,number_correct,phase,phase_type,points,recall_dir,response,response_time,run_number,seq_length,seq_str,trial_dur,P1,P2,P3,P4,P5,P6,IPI_0,IPI_1,IPI_2,IPI_3,IPI_4,IPI_5
0,0,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],1,6,2 2 2 4 4 3,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1,1,2.440051799989305,3,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['2', '2', '2', '4', '4', '3']","[6.4557695999974385, 6.631849700002931, 6.815754399984144, 8.199887199996738, 8.551852900011, 8.895821399986744]",1,6,# # # # # #,None,6.4557695999974385,6.631849700002931,6.815754399984144,8.199887199996738,8.551852900011,8.895821399986744,-0.04423040000256151,0.17608010000549257,0.18390469998121262,1.384132800012594,0.35196570001426153,0.34396849997574463
2,2,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],1,6,1 3 1 3 1 2,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
3,3,2.304736199992476,3,True,0.5,acc,right,True,2,1,4,ret,1,4,1,"['1', '3', '1', '1', '3', '2']","[15.599640300002648, 15.911751400009962, 16.215636599983554, 16.991816599998856, 17.735944699990796, 17.904376499995124]",1,6,# # # # # #,None,15.599640300002648,15.911751400009962,16.215636599983554,16.991816599998856,17.735944699990796,17.904376499995124,0.20381890001590364,0.31211110000731423,0.30388519997359253,0.7761800000153016,0.74412809999194,0.16843180000432767
4,4,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],1,6,4 1 4 3 4 3,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5,5,4.631985200016062,3,True,0.5,acc,right,True,2,1,5,ret,1,5,0,"['3', '2', '3', '4', '1', '4']","[26.31186779998825, 27.015792899997905, 28.095625699992524, 29.839612000010675, 30.623792099999264, 30.94385300000431]",1,6,# # # # # #,None,26.31186779998825,27.015792899997905,28.095625699992524,29.839612000010675,30.623792099999264,30.94385300000431,1.9074912999931257,0.7039251000096556,1.0798327999946196,1.7439863000181504,0.7841800999885891,0.3200609000050463
6,6,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],1,6,4 3 4 1 4 4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7,7,2.1599336999934167,2,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['4', '3', '4', '1', '4', '4']","[40.599839500006055, 41.2797838000115, 41.78381620001164, 42.199781600007555, 42.5038011999859, 42.75977319999947]",1,6,# # # # # #,None,40.599839500006055,41.2797838000115,41.78381620001164,42.199781600007555,42.5038011999859,42.75977319999947,3.1559865000017453,0.6799443000054453,0.5040324000001419,0.41596539999591187,0.3040195999783464,0.25597200001357123
8,8,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],1,6,4 1 3 3 1 4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
9,9,3.5438686000125017,2,True,0.5,acc,right,False,2,1,6,ret,1,10,0,"['4', '1', '3', '3', '1', '4']","[51.887994099990465, 52.2798666000017, 52.855879799986724, 53.18383819999872, 55.159919400000945, 55.43186270000297]",1,6,# # # # # #,None,51.887994099990465,52.2798666000017,52.855879799986724,53.18383819999872,55.159919400000945,55.43186270000297,2.6282208999909926,0.39187250001123175,0.5760131999850273,0.32795840001199394,1.976081200002227,0.2719433000020217
10,10,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],1,6,1 3 4 2 2 2,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
11,11,4.791960799979279,2,True,0.5,acc,right,True,2,1,2,ret,1,2,0,"['2', '2', '3', '2', '1', '4']","[64.76782790001016, 65.02395709999837, 66.62404369999422, 66.975876099983, 69.15184790000785, 69.55978869998944]",1,6,# # # # # #,None,64.76782790001016,65.02395709999837,66.62404369999422,66.975876099983,69.15184790000785,69.55978869998944,2.8359652000071947,0.2561291999882087,1.6000865999958478,0.3518323999887798,2.175971800024854,0.4079407999815885
12,12,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],1,6,4 1 1 1 4 3,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
