1234,MT,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,chunk,display_trial_feedback,feedback_dur,feedback_type,hand,is_error,item_dur,iti_dur,number_correct,phase,phase_type,points,recall_dir,response,response_time,run_number,seq_length,seq_str,trial_dur
109,0.99208,109,109,109,21,21,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['3', '3', '3', '1', '1', '2']","[128.86054739999236, 129.0764965999988, 129.26848739999696, 129.57289889999083, 129.75650990000577, 129.8526273999887]",4,6,# # # # # #,None
110,0,110,110,110,22,22,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],4,6,1 4 3 2 2 1,6
111,3.663966,111,111,111,23,23,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['1', '2', '2', '3', '4', '1']","[137.52458940001088, 137.76446690000012, 137.9325373999891, 140.6205406000081, 140.8284990999964, 141.18855540000368]",4,6,# # # # # #,None
112,0,112,112,0,0,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],5,6,4 3 1 1 1 1,6
113,1.0638174,113,113,1,1,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['4', '3', '1', '1', '1', '1']","[5.251908400008688, 5.523920300009195, 5.707804500008933, 6.019744899997022, 6.171676800004207, 6.3157257999992]",5,6,# # # # # #,None
114,0,114,114,2,2,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],5,6,2 4 2 3 2 4,6
115,2.4800773,115,115,3,3,,,,,,3,TRUE,0.5,acc,right,TRUE,2,1,4,ret,1,4,1,"['2', '4', '2', '3', '4', '2']","[13.651749000011478, 13.92392280002241, 14.363888599997154, 15.627860800013877, 15.84381449999637, 16.131826299999375]",5,6,# # # # # #,None
116,0,116,116,4,4,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],5,6,4 3 3 2 2 2,4
117,2.5760085,117,117,5,5,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['4', '3', '3', '2', '2', '2']","[25.371845000016037, 25.635876400017878, 26.995891700003995, 27.227797100000316, 27.763843499997165, 27.947853500023484]",5,6,# # # # # #,None
118,0,118,118,6,6,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],5,6,2 3 1 3 2 3,4
119,0.8640742,119,119,7,7,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['2', '3', '1', '3', '2', '3']","[36.531883100018604, 36.57187620000332, 36.867813300021226, 36.95572660001926, 37.331905600003665, 37.39595730000292]",5,6,# # # # # #,None
120,0,120,120,8,8,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],5,6,3 2 3 1 3 4,4
121,4.0400433,121,121,9,9,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['4', '3', '1', '3', '2', '3']","[47.18769420002354, 47.41183810000075, 49.403854000003776, 49.55565870000282, 51.15586810000241, 51.227737500012154]",5,6,# # # # # #,None
122,0,122,122,10,10,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],5,6,1 3 1 4 1 1,6
123,4.4723301,123,123,11,11,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['1', '1', '4', '1', '3', '1']","[58.291928200022085, 58.93182019999949, 60.65173820001655, 62.55584740001359, 62.65182640001876, 62.76425830001244]",5,6,# # # # # #,None
124,0,124,124,12,12,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],5,6,3 3 4 4 1 1,6
125,4.1362204,125,125,13,13,,,,,,3,TRUE,0.5,acc,right,TRUE,2,1,4,ret,1,4,0,"['1', '1', '4', '1', '1', '3']","[69.57969790001516, 70.12393530001282, 70.82781340001384, 72.64382379999734, 72.83578370002215, 73.71591830000398]",5,6,# # # # # #,None
126,0,126,126,14,14,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],5,6,1 4 1 2 4 4,4
127,3.1919754,127,127,15,15,,,,,,2,TRUE,0.5,acc,right,TRUE,2,1,5,ret,1,5,0,"['4', '4', '2', '1', '3', '1']","[82.43584990000818, 82.61183790001087, 84.49968259999878, 84.57166940000025, 85.58031620000838, 85.6278253000055]",5,6,# # # # # #,None
128,0,128,128,16,16,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],5,6,1 2 2 1 4 2,4
129,1.8799407,129,129,17,17,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['1', '2', '2', '1', '4', '2']","[94.7078747000196, 94.92367479999666, 95.26784929999849, 95.34780250000767, 96.45185370001127, 96.58781540000928]",5,6,# # # # # #,None
130,0,130,130,18,18,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],5,6,2 2 1 3 1 3,6
131,1.4959168,131,131,19,19,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['2', '2', '1', '3', '1', '3']","[103.58780900001875, 103.7799675000133, 103.91575909999665, 104.80385600001318, 104.96382090001134, 105.08372580001014]",5,6,# # # # # #,None
132,0,132,132,20,20,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],5,6,3 4 2 3 1 4,4
133,7.455904,133,133,21,21,,,,,,2,TRUE,0.5,acc,right,TRUE,2,1,4,ret,1,4,0,"['4', '1', '4', '2', '4', '2']","[115.46784950001165, 115.54766430001473, 120.3878274000017, 121.01983130001463, 122.85190510001848, 122.92375350001385]",5,6,# # # # # #,None
134,0,134,134,22,22,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],5,6,2 3 3 3 4 2,6
135,4.8639648,135,135,23,23,,,,,,3,TRUE,0.5,acc,right,TRUE,2,1,3,ret,1,3,0,"['2', '4', '3', '4', '4', '3']","[129.9798496000003, 130.61172040001838, 131.08383600000525, 134.15584990000934, 134.39582830001018, 134.8438143999956]",5,6,# # # # # #,None
136,0,136,0,0,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],6,6,2 3 1 1 2 3,4
137,0.9040161,137,1,1,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['2', '3', '1', '1', '2', '3']","[7.251318499998888, 7.3152266000106465, 7.75523599999724, 7.915395599993644, 8.123374000017066, 8.155334600014612]",6,6,# # # # # #,None
138,0,138,2,2,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],6,6,2 3 3 4 2 2,6
139,2.144412,139,3,3,,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['2', '3', '3', '4', '2', '2']","[15.019174899993232, 15.067288899997948, 15.659262500004843, 16.75522940000519, 17.00376310001593, 17.163586900016526]",6,6,# # # # # #,None
140,0,140,4,4,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],6,6,3 1 2 4 4 4,4
141,5.1675185,141,5,5,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['4', '4', '4', '2', '1', '3']","[25.83584109999356, 26.02728870001738, 29.075240400008624, 29.307234700012486, 30.915216399997007, 31.003359599999385]",6,6,# # # # # #,None
142,0,142,6,6,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],6,6,3 3 1 3 2 2,6
143,1.9040505,143,7,7,,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['3', '3', '1', '3', '2', '2']","[37.92335060000187, 38.107121900015045, 38.26739720001933, 39.483277599996654, 39.67528280001716, 39.827401100017596]",6,6,# # # # # #,None
144,0,144,8,8,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],6,6,1 2 2 2 4 1,4
145,1.9040312,145,9,9,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['1', '2', '2', '2', '4', '1']","[48.547264599998016, 48.61125610000454, 49.58725609999965, 49.78724540001713, 50.3392686000152, 50.4512958000123]",6,6,# # # # # #,None
146,0,146,10,10,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],6,6,3 1 4 4 2 4,6
147,3.9923874,147,11,11,,,,,,,3,TRUE,0.5,acc,right,TRUE,2,1,5,ret,1,5,1,"['1', '1', '4', '4', '2', '4']","[58.52326610000455, 60.17124930000864, 60.66728230001172, 62.15527760001714, 62.37121830001706, 62.515653500013286]",6,6,# # # # # #,None
148,0,148,12,12,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],6,6,3 4 1 3 4 2,6
149,4.91198,149,13,13,,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['2', '4', '3', '1', '4', '3']","[70.5712809000106, 71.45931850001216, 71.72330010001315, 73.71518470000592, 75.17136340000434, 75.48326090001501]",6,6,# # # # # #,None
150,0,150,14,14,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],6,6,1 2 1 3 1 1,6
151,3.3679187,151,15,15,,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['1', '1', '3', '1', '2', '1']","[82.45130230000359, 82.6352603000123, 83.65924080001423, 85.5312613999995, 85.72319910000078, 85.81922100001248]",6,6,# # # # # #,None
152,0,152,16,16,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],6,6,2 1 4 3 3 2,4
153,1.8479199,153,17,17,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['2', '1', '4', '3', '3', '2']","[94.77126569999382, 94.87528350000503, 95.67528200001107, 95.85927400001674, 96.53133840000373, 96.61918559999322]",6,6,# # # # # #,None
154,0,154,18,18,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],6,6,1 4 4 1 2 3,4
155,3.3761141,155,19,19,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['3', '2', '1', '4', '4', '1']","[105.83527090001735, 105.92326130002039, 108.09930100000929, 108.851233399997, 109.05123010001262, 109.21138500000234]",6,6,# # # # # #,None
156,0,156,20,20,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],6,6,2 1 2 3 4 4,4
157,3.0960008,157,21,21,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['4', '4', '3', '2', '1', '2']","[117.87526640002034, 118.07529110001633, 119.69924070002162, 119.76317429999472, 120.91525650001131, 120.97126720001688]",6,6,# # # # # #,None
158,0,158,22,22,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],6,6,3 1 3 4 2 3,6
159,7.8641413,159,23,23,,,,,,,3,TRUE,0.5,acc,right,TRUE,2,1,3,ret,1,3,0,"['4', '1', '3', '3', '1', '3']","[128.81134569999995, 128.97960180000518, 130.22718529999838, 136.40382969999337, 136.54770490000374, 136.67548700000043]",6,6,# # # # # #,None
160,0,0,0,,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],7,6,2 4 4 2 1 3,4
161,5.1359711,1,1,,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['2', '4', '4', '2', '1', '3']","[7.498973599984311, 7.9150261000031605, 10.315007199998945, 10.547013200004585, 12.578817100002198, 12.634944699995685]",7,6,# # # # # #,None
162,0,2,2,,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],7,6,2 4 3 1 4 4,6
163,2.2399636,3,3,,,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['2', '4', '3', '1', '4', '4']","[19.499006400001235, 20.283041299990145, 20.49895559999277, 21.299002899992047, 21.578814799984684, 21.738970000005793]",7,6,# # # # # #,None
164,0,4,4,,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],7,6,3 3 4 4 4 1,6
165,2.2399216,5,5,,,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['3', '3', '4', '4', '4', '1']","[28.810994400002528, 29.074943299987353, 30.07499170000665, 30.746963699988555, 30.922959799994715, 31.05091600000742]",7,6,# # # # # #,None
166,0,6,6,,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],7,6,4 1 2 3 3 2,4
167,2.2077877,7,7,,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['4', '1', '2', '3', '3', '2']","[40.363091100007296, 40.563071999989916, 41.93107630001032, 42.09099399999832, 42.50694570000633, 42.57087880000472]",7,6,# # # # # #,None
168,0,8,8,,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],7,6,3 4 2 1 2 2,6
169,4.3679841,9,9,,,,,,,,3,TRUE,0.5,acc,right,TRUE,2,1,5,ret,1,5,0,"['2', '2', '1', '2', '4', '2']","[49.93104749999475, 50.106904199987184, 50.24290290000499, 53.51499419999891, 54.123185100004775, 54.299031600006856]",7,6,# # # # # #,None
170,0,10,10,,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],7,6,4 4 3 4 3 3,4
171,5.4720046,11,11,,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['3', '3', '4', '3', '4', '4']","[62.938951099989936, 63.13092309999047, 66.33081640000455, 66.7149619999982, 68.24298419998377, 68.4109557000047]",7,6,# # # # # #,None
172,0,12,12,,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],7,6,4 1 4 1 4 2,4
173,3.0078946,13,13,,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['2', '4', '1', '4', '1', '4']","[77.08305560000008, 77.25103200000012, 78.72290910000447, 78.80296070000622, 80.01893039999413, 80.09095019998495]",7,6,# # # # # #,None
174,0,14,14,,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],7,6,2 1 4 3 1 2,6
175,1.3679032,15,15,,,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['2', '1', '4', '3', '1', '2']","[87.62698050000472, 87.75477669999236, 87.99496919999365, 88.7309385999979, 88.89936849998776, 88.99488369998289]",7,6,# # # # # #,None
176,0,16,16,,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],7,6,4 4 4 2 4 2,4
177,2.1920464,17,17,,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['2', '4', '2', '4', '4', '4']","[98.0269818000088, 98.15497020000475, 98.73892979999073, 98.85893919999944, 100.05157079998753, 100.21902819999377]",7,6,# # # # # #,None
178,0,18,18,,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],7,6,3 1 4 4 2 4,6
179,3.6481281,19,19,,,,,,,,3,TRUE,0.5,acc,right,TRUE,2,1,5,ret,1,5,0,"['4', '2', '4', '2', '1', '3']","[110.12282349998713, 110.32292559999041, 110.47596710000653, 113.13096109998878, 113.29096369998297, 113.77095159998862]",7,6,# # # # # #,None
180,0,20,20,,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],7,6,1 4 2 2 3 4,6
181,3.5759456,21,21,,,,,,,,3,TRUE,0.5,acc,right,TRUE,2,1,4,ret,1,4,0,"['4', '3', '2', '2', '1', '4']","[121.75505340000382, 121.89903329999652, 122.08297769998899, 124.0827786999871, 124.61889419998624, 125.33099899999797]",7,6,# # # # # #,None
182,0,22,22,,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],7,6,1 1 2 1 1 3,4
183,1.1200647,23,23,,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['1', '1', '2', '1', '1', '3']","[133.8749506000022, 134.0829393999884, 134.33092449998367, 134.43499670000165, 134.8911031000025, 134.99501529999543]",7,6,# # # # # #,None
0,0,0,,,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],8,6,4 2 3 2 2 2,4
1,1.6640169,1,,,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['4', '2', '3', '2', '2', '2']","[8.398175500013167, 8.662114700011443, 9.34227120000287, 9.486134200007655, 9.918179400003282, 10.062192400015192]",8,6,# # # # # #,None
2,0,2,,,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],8,6,1 1 1 3 1 4,4
3,1.5039043,3,,,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['1', '1', '1', '3', '1', '4']","[18.270229800022207, 18.478145300003234, 18.966209400008665, 19.238351200008765, 19.574142099998426, 19.77413410000736]",8,6,# # # # # #,None
4,0,4,,,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],8,6,2 1 2 1 3 4,4
5,1.7839262,5,,,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['4', '3', '1', '2', '1', '2']","[28.782209400000283, 29.022154900012538, 30.230193299998064, 30.302068900025915, 30.51019030000316, 30.56613560000551]",8,6,# # # # # #,None
6,0,6,,,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],8,6,1 3 1 4 2 3,4
7,1.1760335,7,,,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['1', '3', '1', '4', '2', '3']","[39.22215100002359, 39.43816109999898, 39.71002620001673, 39.90220490001957, 40.35817540000426, 40.39818450002349]",8,6,# # # # # #,None
8,0,8,,,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],8,6,1 4 3 3 2 2,6
9,1.6639591,9,,,,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['1', '4', '3', '3', '2', '2']","[47.09418290000758, 47.598066400008975, 47.838001500000246, 48.34211120000691, 48.5899801000196, 48.758142000006046]",8,6,# # # # # #,None
10,0,10,,,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],8,6,4 3 3 4 4 1,4
11,3.7360097,11,,,,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['1', '4', '4', '3', '3', '4']","[57.29413449999993, 57.42214070001501, 60.254159400006756, 60.702268200024264, 60.870099200023105, 61.030144200020004]",8,6,# # # # # #,None
12,0,12,,,,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],8,6,3 1 3 2 4 2,4
13,7.3041409,13,,,,,,,,,2,TRUE,0.5,acc,right,TRUE,2,1,5,ret,1,5,0,"['2', '4', '2', '4', '1', '3']","[70.39008100001956, 70.61412690000725, 73.57416100002592, 73.72611640000832, 77.61426480000955, 77.69422190001933]",8,6,# # # # # #,None
14,0,14,,,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],8,6,1 3 2 3 3 3,6
15,1.0719272,15,,,,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['1', '3', '2', '3', '3', '3']","[84.34221790000447, 84.54195830001845, 84.60611590000917, 85.10219220002182, 85.26996470001177, 85.41414510001778]",8,6,# # # # # #,None
16,0,16,,,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],8,6,4 2 4 4 2 4,6
17,1.2800216,17,,,,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['4', '2', '4', '4', '2', '4']","[92.31013920000987, 92.53415870000026, 92.71013820002554, 93.31816450000042, 93.49411420000251, 93.59016079999856]",8,6,# # # # # #,None
18,0,18,,,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],8,6,1 2 2 3 1 1,6
19,4.4640394,19,,,,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['1', '1', '3', '2', '2', '1']","[100.14998539999942, 100.32615150001948, 101.50195570001961, 104.36614650001866, 104.52612790002604, 104.61402480001561]",8,6,# # # # # #,None
20,0,20,,,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],8,6,2 3 1 1 3 4,6
21,4.7044127,21,,,,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['4', '3', '1', '1', '3', '2']","[112.07822620001389, 112.38997290001134, 112.57404160001897, 114.65410860002157, 116.67798180002137, 116.78263890001108]",8,6,# # # # # #,None
22,0,22,,,,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],8,6,4 3 2 2 1 3,6
23,3.872047,23,,,,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['3', '1', '2', '2', '3', '4']","[124.17410630002269, 124.33412680000765, 124.45410120001179, 127.67010050002136, 127.82210530000157, 128.04615330000524]",8,6,# # # # # #,None
