,MT,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,chunk,display_trial_feedback,feedback_dur,feedback_type,hand,is_error,item_dur,iti_dur,number_correct,phase,phase_type,points,recall_dir,response,response_time,run_number,seq_length,seq_str,trial_dur
26,0,10,10,10,10,10,10,10,10,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],1,6,4 3 3 1 1 2,4
27,2.0720185,11,11,11,11,11,11,11,11,,2,TRUE,0.5,acc,right,TRUE,2,1,5,ret,1,5,1,"['4', '3', '2', '1', '1', '2']","[75.3544323999995, 75.61839690000124, 76.10653290000118, 76.29847739999968, 77.2264404000016, 77.42645090000224]",1,6,# # # # # #,None
28,0,12,12,12,12,12,12,12,12,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],1,6,2 3 4 2 2 1,6
29,7.6318684,13,13,13,13,13,13,13,13,,3,TRUE,0.5,acc,right,TRUE,2,1,5,ret,1,5,0,"['1', '2', '2', '4', '3', '4']","[85.49052760000268, 85.8984068000027, 86.08227430000261, 91.7544213000001, 92.93911240000307, 93.12239600000248]",1,6,# # # # # #,None
30,0,14,14,14,14,14,14,14,14,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],1,6,4 2 3 4 2 1,4
31,2.5519087,15,15,15,15,15,15,15,15,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['4', '2', '3', '4', '2', '1']","[103.97855710000294, 104.24237150000044, 104.71440260000236, 105.4263721999996, 106.35438179999983, 106.53046580000228]",1,6,# # # # # #,None
32,0,16,16,16,16,16,16,16,16,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],1,6,1 4 1 3 2 4,4
33,3.7442504,17,17,17,17,17,17,17,17,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['1', '4', '1', '3', '2', '4']","[116.04236200000014, 116.92242220000117, 117.41038140000092, 118.64240940000309, 119.50636490000034, 119.78661240000292]",1,6,# # # # # #,None
34,0,18,18,18,18,18,18,18,18,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],1,6,2 3 3 3 3 4,6
35,2.6400472,19,19,19,19,19,19,19,19,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['4', '3', '3', '3', '3', '2']","[127.21829330000037, 127.65034709999964, 127.81042739999975, 129.53032510000048, 129.6742114000008, 129.85834050000267]",1,6,# # # # # #,None
36,0,20,20,20,20,20,20,20,20,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],1,6,1 1 3 2 2 4,6
37,1.5360596,21,21,21,21,21,21,21,21,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['1', '1', '3', '2', '2', '4']","[136.60233250000238, 136.77044920000117, 137.24243280000155, 137.65840560000288, 137.81038340000305, 138.1383921000015]",1,6,# # # # # #,None
38,0,22,22,22,22,22,22,22,22,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],1,6,4 1 1 1 4 4,4
39,3.2000728,23,23,23,23,23,23,23,23,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['4', '4', '1', '1', '1', '4']","[147.3462849000025, 147.49831460000132, 148.69075440000233, 148.82640320000064, 150.2184374999997, 150.54635770000095]",1,6,# # # # # #,None
40,0,24,24,24,24,24,0,0,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],2,6,3 2 2 3 2 3,6
41,1.5681237,25,25,25,25,25,1,1,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['3', '2', '2', '3', '2', '3']","[5.5966606000001775, 5.820863299999473, 5.980771599999571, 6.588860399999248, 6.972741400000814, 7.164784300002793]",2,6,# # # # # #,None
42,0,26,26,26,26,26,2,2,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],2,6,2 4 4 4 4 1,4
43,1.9839444,27,27,27,27,27,3,3,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['2', '4', '4', '4', '4', '1']","[15.980727699999989, 16.70876810000118, 17.25320070000089, 17.428751700001158, 17.732733700002427, 17.964672100002645]",2,6,# # # # # #,None
44,0,28,28,28,28,28,4,4,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],2,6,1 4 1 4 4 3,6
45,1.5840154,29,29,29,29,29,5,5,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['1', '4', '1', '4', '4', '3']","[24.740758200001437, 25.2846051000015, 25.54904119999992, 25.98879460000171, 26.13276229999974, 26.32477360000121]",2,6,# # # # # #,None
46,0,30,30,30,30,30,6,6,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],2,6,1 3 1 3 1 3,6
47,4.3599758,31,31,31,31,31,7,7,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['3', '1', '3', '1', '3', '1']","[34.2927935000007, 35.21276050000233, 35.71669230000043, 38.196698700001434, 38.46070400000099, 38.65276930000255]",2,6,# # # # # #,None
48,0,32,32,32,32,32,8,8,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],2,6,2 1 4 4 4 2,4
49,1.768244,33,33,33,33,33,9,9,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['2', '4', '4', '4', '1', '2']","[47.89266990000033, 48.42872550000175, 48.87666100000206, 49.052680700002384, 49.46863830000075, 49.66091389999929]",2,6,# # # # # #,None
50,0,34,34,34,34,34,10,10,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],2,6,3 3 4 1 2 3,6
51,3.5039812,35,35,35,35,35,11,11,,,3,TRUE,0.5,acc,right,TRUE,2,1,3,ret,1,3,0,"['3', '2', '1', '3', '4', '4']","[57.04472180000084, 57.23671150000155, 57.41260410000177, 59.644694400001754, 60.37263080000048, 60.54870300000039]",2,6,# # # # # #,None
52,0,36,36,36,36,36,12,12,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],2,6,4 2 2 2 3 1,4
53,3.7039508,37,37,37,37,37,13,13,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['1', '3', '2', '2', '2', '4']","[70.4686763000027, 71.1887349000026, 72.06069260000004, 72.2206608000015, 73.78873270000258, 74.17262710000068]",2,6,# # # # # #,None
54,0,38,38,38,38,38,14,14,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],2,6,3 2 2 1 1 4,6
55,1.9678789,39,39,39,39,39,15,15,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['3', '2', '2', '1', '1', '4']","[81.26878740000029, 81.74869580000086, 82.1166591000001, 82.68473970000196, 82.81265490000078, 83.23666629999934]",2,6,# # # # # #,None
56,0,40,40,40,40,40,16,16,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],2,6,4 3 2 1 2 2,4
57,3.6000685,41,41,41,41,41,17,17,,,2,TRUE,0.5,acc,right,TRUE,2,1,5,ret,1,5,0,"['3', '2', '1', '2', '3', '4']","[95.16461360000176, 95.94918340000004, 97.27656290000232, 97.468615400001, 98.59666060000018, 98.76468210000166]",2,6,# # # # # #,None
58,0,42,42,42,42,42,18,18,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],2,6,3 1 4 4 2 3,4
59,3.2639706,43,43,43,43,43,19,19,,,2,TRUE,0.5,acc,right,TRUE,2,1,5,ret,1,5,1,"['2', '1', '4', '4', '2', '3']","[108.50860260000263, 109.15657909999936, 110.88466970000081, 111.0446073000021, 111.59668059999967, 111.7725731999999]",2,6,# # # # # #,None
60,0,44,44,44,44,44,20,20,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],2,6,1 1 4 4 3 2,6
61,3.7599924,45,45,45,45,45,21,21,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['2', '3', '4', '4', '1', '1']","[119.48467240000173, 119.94056670000282, 120.37256089999937, 122.54055290000179, 123.10860890000185, 123.24466480000046]",2,6,# # # # # #,None
62,0,46,46,46,46,46,22,22,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],2,6,4 2 1 2 4 1,4
63,1.5197729,47,47,47,47,47,23,23,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['4', '2', '1', '2', '4', '1']","[132.63677839999946, 132.86872510000103, 133.10854490000202, 133.3085616999997, 133.93256610000026, 134.15655130000232]",2,6,# # # # # #,None
64,0,48,48,48,48,0,0,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],3,6,1 3 3 1 2 3,4
65,1.2877806,49,49,49,49,1,1,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['1', '3', '3', '1', '2', '3']","[7.206730700003391, 7.494425600001705, 7.7836046000011265, 8.006612900000619, 8.310581400000956, 8.494511300003069]",3,6,# # # # # #,None
66,0,50,50,50,50,2,2,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],3,6,2 3 1 2 2 1,6
67,2.4721135,51,51,51,51,3,3,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['1', '2', '2', '1', '3', '2']","[17.21439460000329, 17.742425000000367, 18.054546300001675, 19.046990100003313, 19.478446500001155, 19.686508100003266]",3,6,# # # # # #,None
68,0,52,52,52,52,4,4,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],3,6,4 1 3 2 2 1,6
69,1.1201317,53,53,53,53,5,5,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['4', '1', '3', '2', '2', '1']","[27.222413700001198, 27.45439940000142, 27.726404800003365, 28.054346000000805, 28.182412100002693, 28.342545400002564]",3,6,# # # # # #,None
70,0,54,54,54,54,6,6,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],3,6,3 4 4 3 4 1,4
71,2.9678172,55,55,55,55,7,7,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['1', '4', '3', '4', '4', '3']","[37.39047620000201, 37.958344300001045, 38.654414100001304, 38.97431690000303, 40.15840410000237, 40.35829340000055]",3,6,# # # # # #,None
72,0,56,56,56,56,8,8,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],3,6,1 2 2 4 4 3,6
73,1.8001279,57,57,57,57,9,9,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['1', '2', '2', '4', '4', '3']","[47.422219200001564, 47.630261100002826, 47.77445020000232, 48.75843570000143, 49.046506200000294, 49.22234710000339]",3,6,# # # # # #,None
74,0,58,58,58,58,10,10,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],3,6,4 4 3 2 3 3,4
75,1.8080617,59,59,59,59,11,11,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['3', '3', '2', '3', '4', '4']","[58.838334300002316, 58.99840190000032, 59.47880360000272, 59.670355199999904, 60.51036500000191, 60.646396000000095]",3,6,# # # # # #,None
76,0,60,60,60,60,12,12,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],3,6,2 4 3 2 2 4,6
77,3.0959075,61,61,61,61,13,13,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['4', '2', '2', '3', '4', '2']","[68.60633530000268, 69.5423507000014, 69.71835070000088, 71.2383391000003, 71.4385551000014, 71.70224280000184]",3,6,# # # # # #,None
78,0,62,62,62,62,14,14,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],3,6,2 3 4 4 1 2,4
79,3.1918124,63,63,63,63,15,15,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['2', '1', '4', '4', '3', '2']","[83.44650290000209, 83.6702148000004, 84.89442860000054, 85.03033230000074, 86.47842830000081, 86.63831530000243]",3,6,# # # # # #,None
80,0,64,64,64,64,16,16,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],3,6,2 1 1 2 4 1,6
81,3.2078863,65,65,65,65,17,17,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['2', '1', '1', '2', '4', '1']","[93.40636340000128, 93.59838590000072, 93.75040220000301, 95.81431610000072, 96.41434060000029, 96.61424970000007]",3,6,# # # # # #,None
82,0,66,66,66,66,18,18,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],3,6,3 2 1 1 3 2,6
83,7.6399596,67,67,67,67,19,19,,,,3,TRUE,0.5,acc,right,TRUE,2,1,4,ret,1,4,0,"['2', '3', '1', '1', '3', '2']","[105.70232530000067, 108.67816940000193, 108.87833840000167, 112.54227820000233, 113.16627900000094, 113.34228490000169]",3,6,# # # # # #,None
84,0,68,68,68,68,20,20,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],3,6,1 4 1 4 2 1,4
85,1.1280678,69,69,69,69,21,21,,,,2,TRUE,0.5,acc,right,TRUE,2,1,4,ret,1,4,1,"['1', '3', '1', '3', '2', '1']","[121.85424110000167, 122.18226409999988, 122.38225210000019, 122.64629320000313, 122.83027690000017, 122.98230890000195]",3,6,# # # # # #,None
86,0,70,70,70,70,22,22,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],3,6,1 3 2 1 1 3,4
87,2.2475002,71,71,71,71,23,23,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['1', '3', '2', '1', '1', '3']","[131.67880300000252, 131.99825920000148, 132.98236180000094, 133.15036860000328, 133.71825940000053, 133.9263032000017]",3,6,# # # # # #,None
88,0,72,72,72,0,0,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],4,6,4 4 1 3 2 2,4
89,1.2319952,73,73,73,1,1,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['4', '4', '1', '3', '2', '2']","[7.5732112000005145, 7.741397399997368, 8.237214400000084, 8.461305199998606, 8.669116400000348, 8.805206400000316]",4,6,# # # # # #,None
90,0,74,74,74,2,2,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],4,6,3 2 1 3 4 3,4
91,5.2556291,75,75,75,3,3,,,,,2,TRUE,0.5,acc,right,TRUE,2,1,4,ret,1,4,0,"['3', '4', '3', '1', '3', '4']","[17.909337199998845, 18.101164899999276, 20.05339190000086, 20.237334999997984, 22.98078119999991, 23.164966299998923]",4,6,# # # # # #,None
92,0,76,76,76,4,4,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],4,6,2 3 2 3 1 2,6
93,6.1587612,77,77,77,5,5,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['2', '1', '3', '2', '3', '2']","[30.94218600000022, 31.405033700000786, 32.46097820000068, 36.13310260000071, 36.917081899999175, 37.10094720000052]",4,6,# # # # # #,None
94,0,78,78,78,6,6,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],4,6,4 4 4 2 2 1,6
95,1.4866989,79,79,79,7,7,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['4', '4', '4', '2', '2', '1']","[44.102194600000075, 44.29300169999988, 44.70896839999841, 45.26890439999988, 45.40492799999993, 45.58889350000027]",4,6,# # # # # #,None
96,0,80,80,80,8,8,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],4,6,3 1 4 3 4 1,4
97,1.5040195,81,81,81,9,9,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['3', '1', '4', '3', '4', '1']","[54.44492519999767, 54.66887199999837, 55.300941699999385, 55.48502609999923, 55.70913029999792, 55.94894469999781]",4,6,# # # # # #,None
98,0,82,82,82,10,10,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],4,6,3 1 4 2 4 3,6
99,1.7599616,83,83,83,11,11,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['3', '1', '4', '2', '4', '3']","[62.90095929999734, 63.11701510000057, 63.549011499999324, 64.23701119999896, 64.47692140000072, 64.66092089999802]",4,6,# # # # # #,None
100,0,84,84,84,12,12,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],4,6,2 1 4 1 4 4,4
101,4.9919361,85,85,85,13,13,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['4', '4', '1', '4', '1', '2']","[73.93292429999929, 74.06891529999848, 77.52488689999882, 78.17287450000003, 78.70893609999985, 78.92486039999858]",4,6,# # # # # #,None
102,0,86,86,86,14,14,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],4,6,4 4 4 2 2 3,6
103,1.3907877,87,87,87,15,15,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['3', '2', '2', '4', '4', '4']","[86.06216929999937, 86.37283879999814, 86.52484940000068, 87.03692629999932, 87.24545070000022, 87.4529569999977]",4,6,# # # # # #,None
104,0,88,88,88,16,16,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],4,6,4 2 3 2 4 3,4
105,2.0799267,89,89,89,17,17,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['4', '2', '3', '2', '4', '3']","[96.81292480000047, 97.21293499999956, 97.49284629999966, 97.67686959999992, 98.66088669999954, 98.89285150000069]",4,6,# # # # # #,None
106,0,90,90,90,18,18,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],4,6,4 4 2 3 3 4,4
107,2.5599149,91,91,91,19,19,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['4', '3', '3', '2', '4', '4']","[109.35679999999775, 109.56490309999936, 110.53288070000053, 110.71675849999883, 111.79692929999874, 111.91671489999862]",4,6,# # # # # #,None
108,0,92,92,92,20,20,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],4,6,3 3 3 1 1 2,6
109,1.3680257,93,93,93,21,21,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['3', '3', '3', '1', '1', '2']","[118.79689679999865, 118.98083649999899, 119.20472249999875, 119.80486860000019, 119.97283160000006, 120.1649225000001]",4,6,# # # # # #,None
110,0,94,94,94,22,22,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],4,6,1 4 3 2 2 1,6
111,3.2719066,95,95,95,23,23,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,0,"['1', '2', '2', '3', '4', '1']","[127.46092999999746, 127.8607935, 128.02875610000046, 129.39696229999754, 130.19681599999967, 130.73283660000016]",4,6,# # # # # #,None
112,0,96,96,0,0,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],5,6,4 3 1 1 1 1,6
113,1.5279783,97,97,1,1,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['4', '3', '1', '1', '1', '1']","[5.5405692999993335, 5.820599300001049, 6.39663500000097, 6.636577000001125, 6.852899500001513, 7.068547599999874]",5,6,# # # # # #,None
114,0,98,98,2,2,,,,,,3,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],5,6,2 4 2 3 2 4,6
115,1.3440829,99,99,3,3,,,,,,3,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['2', '4', '2', '3', '2', '4']","[13.828411999998934, 14.124531900000875, 14.356617000001279, 14.596413100000063, 14.812509300001693, 15.172494900001766]",5,6,# # # # # #,None
116,0,100,100,4,4,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],5,6,4 3 3 2 2 2,4
117,2.3761348,101,101,5,5,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['4', '3', '3', '2', '2', '2']","[24.308488200000284, 24.58848560000115, 26.044524400000228, 26.23705659999905, 26.548482199999853, 26.68462300000101]",5,6,# # # # # #,None
118,0,102,102,6,6,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,1,[],[],5,6,2 3 1 3 2 3,4
119,1.4161259,103,103,7,7,,,,,,2,TRUE,0.5,acc,right,FALSE,2,1,6,ret,1,10,1,"['2', '3', '1', '3', '2', '3']","[35.30045880000034, 35.48449049999908, 35.972430599998916, 36.20465160000094, 36.54848779999884, 36.71658469999966]",5,6,# # # # # #,None
120,0,104,104,8,8,,,,,,2,FALSE,0,None,right,FALSE,2,1,0,enc,0,0,0,[],[],5,6,3 2 3 1 3 4,4
