,Tn,MT,chunk,display_trial_feedback,feedback_dur,feedback_type,hand,is_error,item_dur,iti_dur,number_correct,phase,phase_type,points,recall_dir,response,response_time,run_number,seq_length,seq_str,trial_dur,P1,P2,P3,P4,P5,P6,IPI_0,IPI_1,IPI_2,IPI_3,IPI_4,IPI_5
63,23,2.6400007,2,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['4', '2', '1', '2', '4', '1']","[137.7982591999753, 138.52635379999992, 139.35822579998057, 139.44614149999688, 140.31824909997522, 140.4382598999946]",2,6,# # # # # #,None,137.7982591999753,138.52635379999992,139.35822579998057,139.44614149999688,140.31824909997522,140.4382598999946,2.3479946999868844,0.7280946000246331,0.831871999980649,0.08791570001631044,0.8721075999783352,0.12001080001937225
64,0,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],3,6,1 3 3 1 2 3,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
65,1,1.8959274,2,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['1', '3', '3', '1', '2', '3']","[6.901481899985811, 7.173465200001374, 7.965396599989617, 8.085459599999012, 8.725440100010019, 8.797409299993888]",3,6,# # # # # #,None,6.901481899985811,7.173465200001374,7.965396599989617,8.085459599999012,8.725440100010019,8.797409299993888,NaN,0.27198330001556315,0.7919313999882434,0.12006300000939518,0.6399805000110064,0.07196919998386875
66,2,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],3,6,2 3 1 2 2 1,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
67,3,6.7763328,3,True,0.5,acc,right,True,2,1,2,ret,1,2,0,"['1', '3', '2', '3', '2', '1']","[16.56538129999535, 18.181434800004354, 19.237442699988605, 22.701307100011036, 23.181458799983375, 23.341714100009995]",3,6,# # # # # #,None,16.56538129999535,18.181434800004354,19.237442699988605,22.701307100011036,23.181458799983375,23.341714100009995,1.267972000001464,1.6160535000090022,1.0560078999842517,3.4638644000224303,0.480151699972339,0.1602553000266198
68,4,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],3,6,4 1 3 2 2 1,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
69,5,1.3120108,3,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['4', '1', '3', '2', '2', '1']","[30.4295376999944, 30.845549299992854, 31.061475900001824, 31.493518200004473, 31.66147120000096, 31.74154849999468]",3,6,# # # # # #,None,30.4295376999944,30.845549299992854,31.061475900001824,31.493518200004473,31.66147120000096,31.74154849999468,0.5878235999844037,0.4160115999984555,0.21592660000897013,0.4320423000026494,0.16795299999648705,0.08007729999371804
70,6,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],3,6,3 4 4 3 4 1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
71,7,4.9519134,2,True,0.5,acc,right,True,2,1,4,ret,1,4,0,"['1', '4', '4', '3', '4', '3']","[41.0535058999958, 41.949376200005645, 43.74951960000908, 43.86145570001099, 45.93344560000696, 46.00541929999599]",3,6,# # # # # #,None,41.0535058999958,41.949376200005645,43.74951960000908,43.86145570001099,45.93344560000696,46.00541929999599,2.81195740000112,0.8958703000098467,1.800143400003435,0.11193610000191256,2.0719898999959696,0.07197369998903014
72,8,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],3,6,1 2 2 4 4 3,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
73,9,2.7600837,3,True,0.5,acc,right,True,2,1,5,ret,1,5,1,"['1', '1', '2', '4', '4', '3']","[52.83732459999737, 53.0214760999952, 53.173533499997575, 55.269453199987765, 55.44542380000348, 55.597408300003735]",3,6,# # # # # #,None,52.83732459999737,53.0214760999952,53.173533499997575,55.269453199987765,55.44542380000348,55.597408300003735,0.33190530000138097,0.18415149999782443,0.1520574000023771,2.0959196999901906,0.17597060001571663,0.15198450000025332
74,10,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],3,6,4 4 3 2 3 3,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
75,11,5.2879086,2,True,0.5,acc,right,True,2,1,4,ret,1,4,0,"['3', '3', '2', '2', '4', '3']","[65.46949170000153, 65.66141309999512, 68.10941360000288, 68.30143779999344, 70.67751899998984, 70.75740030000452]",3,6,# # # # # #,None,65.46949170000153,65.66141309999512,68.10941360000288,68.30143779999344,70.67751899998984,70.75740030000452,3.3720833999977913,0.19192139999358915,2.4480005000077654,0.19202419999055564,2.376081199996406,0.07988130001467653
76,12,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],3,6,2 4 3 2 2 4,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
77,13,5.2639864,3,True,0.5,acc,right,False,2,1,6,ret,1,10,0,"['4', '2', '2', '3', '4', '2']","[78.49350889999187, 78.80570850000367, 78.99746700000833, 81.38950489999843, 82.67745399998967, 83.7574953000003]",3,6,# # # # # #,None,78.49350889999187,78.80570850000367,78.99746700000833,81.38950489999843,82.67745399998967,83.7574953000003,1.2361085999873467,0.3121996000118088,0.1917585000046529,2.3920378999901004,1.2879490999912377,1.0800413000106346
78,14,0.0,2,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],3,6,2 3 4 4 1 2,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
79,15,3.4079142,2,True,0.5,acc,right,False,2,1,6,ret,1,10,0,"['2', '1', '4', '4', '3', '2']","[92.65354040000238, 92.75752929999726, 94.19745919998968, 94.38933070001076, 96.01340170000913, 96.06145459998515]",3,6,# # # # # #,None,92.65354040000238,92.75752929999726,94.19745919998968,94.38933070001076,96.01340170000913,96.06145459998515,2.396045100002084,0.10398889999487437,1.4399298999924213,0.19187150002107956,1.6240709999983665,0.04805289997602813
80,16,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,1,[],[],3,6,2 1 1 2 4 1,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
81,17,1.8965314,3,True,0.5,acc,right,False,2,1,6,ret,1,10,1,"['2', '1', '1', '2', '4', '1']","[102.96555100000114, 103.18945919998805, 103.36544389999472, 104.08551750000333, 104.72550719999708, 104.86208240000997]",3,6,# # # # # #,None,102.96555100000114,103.18945919998805,103.36544389999472,104.08551750000333,104.72550719999708,104.86208240000997,0.40409640001598746,0.22390819998690858,0.17598470000666566,0.7200736000086181,0.6399896999937482,0.13657520001288503
82,18,0.0,3,False,0.0,None,right,False,2,1,0,enc,0,0,0,[],[],3,6,3 2 1 1 3 2,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
